ordem,html,tipo,titulo,caminho,url_origem,descricao,imagens_base,marcadores,rotulos,uso_no_produto,rota_sugerida
1437,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/06_breast-6/index.html,página de lâmina,Breast: lactation,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 6,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-6/,The lactating stage of the breast is characterized by the large amount of glandular parenchyma relative to the connective tissue and by the presence of widely distended acini. Different lobules of the breast are in different stages of milk production and release. The acini and ducts are filled with milk. 100x,1,4,Acini | Variation in activity | Interlobular connective tissue | Interlobular ducts,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-6
1438,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/07_breast-7/index.html,página de lâmina,Breast: lactation,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 7,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-7/,The lactating stage of the breast is characterized by the large amount of glandular parenchyma relative to the connective tissue and by the presence of widely distended acini. Different lobules of the breast are in different stages of milk production and release. The acini and ducts are filled with milk. 100x,1,4,Lobule | Acini | Interlobular connective tissue | Interlobular duct,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-7
1439,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/08_breast-8/index.html,página de lâmina,Breast: lactation,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 8,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-8/,"Secretory cells of the breast secrete by both the merocrine (protein) and apocrine (lipid) modes of secretion. In the lower right of the field, secretory product is in the process of being released from the cells. The clear regions in the cytoplasm contain lipid. 1000x",1,3,Acini | Lipid droplets | Secretory product,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-8
1440,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/09_breast-9/index.html,página de lâmina,Breast: stages,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast > Breast 9,https://digitalhistology.org/organs-systems/reproductive/female/breast/breast-9/,"A comparison of the three stages of breast development is shown in this image. The inactive breast is on the left; the breast during pregnancy is in the middle; and the breast during lactation is on the right. 100x, 100x, 100x",1,3,Inactive | Pregnancy | Lactation,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast/breast-9
1441,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/07_breast/index.html,nó de navegação curricular,Breast,Órgãos e Sistemas > Sistema Reprodutor > Feminino > Breast,https://digitalhistology.org/organs-systems/reproductive/female/breast/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-reprodutor/feminino/breast
1442,04_orgaos-e-sistemas/09_sistema-reprodutor/02_feminino/index.html,nó de navegação curricular,Female,Órgãos e Sistemas > Sistema Reprodutor > Feminino,https://digitalhistology.org/organs-systems/reproductive/female/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-reprodutor/feminino
1443,04_orgaos-e-sistemas/09_sistema-reprodutor/index.html,nó de navegação curricular,Reproductive,Órgãos e Sistemas > Sistema Reprodutor,https://digitalhistology.org/organs-systems/reproductive/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-reprodutor
1444,04_orgaos-e-sistemas/10_olho/01_eyelid/01_eyelid-1/index.html,página de lâmina,Eyelid,Órgãos e Sistemas > Olho > Eyelid > Eyelid 1,https://digitalhistology.org/organs-systems/eye/eyelid/eyelid-1/,"The eyelid is an accessory eye structure, not part of the eye proper. The eyelid is a movable fold of tissue that protects the anterior surface of the globe. The eyelid is covered by skin on its external surface and by conjunctiva on the interior. 10x",1,12,Skin | Tarsus | Meibomian glands | Palpebral conjunctiva | Bulbar conjunctiva | Fornix | Eyelash | Orbicularis oculi muscle | Lens | Iris | Cornea | Image source,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/olho/eyelid/eyelid-1
1445,04_orgaos-e-sistemas/10_olho/01_eyelid/02_eyelid-2/index.html,página de lâmina,Eyelid,Órgãos e Sistemas > Olho > Eyelid > Eyelid 2,https://digitalhistology.org/organs-systems/eye/eyelid/eyelid-2/,"In this image of the eyelid the exterior surface is upwards, the eyeball is below. The conjunctival surface shows both serous and sebum-secreting glands, the latter called Meibomium glands. Along with the lacrimal gland, they produce the tear film that bathes the eye.",1,9,Skin | Hair follicles | Eyelashes | Palpebral conjunctiva | Serous glands | Meibomium glands | Tarsus | Orbicularis oculi muscle | Image source,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/olho/eyelid/eyelid-2
1446,04_orgaos-e-sistemas/10_olho/01_eyelid/03_eyelid-3/index.html,página de lâmina,Eyelid: Meibomium gland,Órgãos e Sistemas > Olho > Eyelid > Eyelid 3,https://digitalhistology.org/organs-systems/eye/eyelid/eyelid-3/,"This higher magnification image of a Meibomium gland (tarsal gland) shows its simple, branched acinar structure. Each acinus empties into an unbranched duct that opens at the margin of the eyelid. There are numerous Meibomium glands in each eyelid, with a larger number in the upper eyelid. Meibomian glands secrete an oily material by the holocrine mode of secretion.",1,7,Meibomium gland | Duct of Meibomium gland | Acini | Skin | Palpebral conjunctiva | Tarsus | Orbicularis oculi muscle,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/olho/eyelid/eyelid-3
1447,04_orgaos-e-sistemas/10_olho/01_eyelid/04_eyelid-4/index.html,página de lâmina,Eyelid: Conjunctiva,Órgãos e Sistemas > Olho > Eyelid > Eyelid 4,https://digitalhistology.org/organs-systems/eye/eyelid/eyelid-4/,The palpebral conjunctiva is reflected at the fornix of the eye onto the sclera of the globe as bulbar conjunctiva. A fold of conjunctiva near the fornix (seen here) shows its stratified columnar epithelium with goblet cells resting on a lamina propria. Mucus from the goblet cells in the conjunctival epithelium contributes to the tear film. 400x,1,4,Stratified columnar epithelium | Lamina propria | Goblet cells | Image source,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/olho/eyelid/eyelid-4
1448,04_orgaos-e-sistemas/10_olho/01_eyelid/index.html,nó de navegação curricular,Eyelid,Órgãos e Sistemas > Olho > Eyelid,https://digitalhistology.org/organs-systems/eye/eyelid/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/olho/eyelid
1449,04_orgaos-e-sistemas/10_olho/02_globe/01_globe-1/index.html,página de lâmina,Globe,Órgãos e Sistemas > Olho > Globe > Globe 1,https://digitalhistology.org/organs-systems/eye/globe/globe-1/,"The eye, seen at the exit point of the optic nerve, is composed of three chambers (anterior, posterior and vitreous space) surrounded by three concentric tunics. The outermost, the fibrous tunic, consists of the sclera and cornea. The middle, the vascular tunic or uvea, consists of the choroid, ciliary body and iris. The innermost, the neural tunic is the retina. 10x",1,15,Sclera | Cornea | Choroid | Ciliary body | Iris | Retina | Anterior chamber | Posterior chamber | Vitreous chamber | Lens | Optic disc | Optic nerve | Adipose tissue | Extraocular muscles | Image source,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/olho/globe/globe-1
1450,04_orgaos-e-sistemas/10_olho/02_globe/02_globe-2/index.html,página de lâmina,Globe: Cornea,Órgãos e Sistemas > Olho > Globe > Globe 2,https://digitalhistology.org/organs-systems/eye/globe/globe-2/,"The cornea, the anterior portion of the fibrous tunic, is transparent, avascular, and serves as the major refractile structure in the eye. The cornea is composed of five layers; from anterior to posterior, they are: stratified epithelium, Bowman’s membrane, stroma, Descemet’s membrane and endothelium. 400x",1,7,Corneal epithelium | Bowman's membrane | Stroma | Descemet's membrane | Endothelium | Anterior chamber | Image source,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/olho/globe/globe-2
1451,04_orgaos-e-sistemas/10_olho/02_globe/03_globe-3/index.html,página de lâmina,Globe: Cornea,Órgãos e Sistemas > Olho > Globe > Globe 3,https://digitalhistology.org/organs-systems/eye/globe/globe-3/,"The anterior surface of the cornea (left) is covered by the corneal epithelium, continuous with that of bulbar conjunctiva. The transparency of the cornea results from appropriate hydration of the stroma, controlled by endothelium on the posterior surface (right), and the exquisitely regular organization of collagen fibrils and orthogonal order of its stromal lamellae. 800x",1,7,Corneal epithelium | Bowman's membrane | Stroma | Descemet's membrane | Endothelium | Anterior chamber | Image source,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/olho/globe/globe-3
1452,04_orgaos-e-sistemas/10_olho/02_globe/04_globe-4/index.html,página de lâmina,Globe: Limbus,Órgãos e Sistemas > Olho > Globe > Globe 4,https://digitalhistology.org/organs-systems/eye/globe/globe-4/,"The transparent cornea is continuous with the sclera, which together constitute the corneoscleral or fibrous layer of the eye. The region of this junction is called the limbus.",1,16,Cornea | Corneal epithelium | Bulbar conjunctiva | Sclera | Limbus | Trabecular network | Canal of Schlemm | Iris | Pupil | Ciliary body | Posterior chamber | Anterior chamber | Vitreous chamber | Lens | Area shown in next image | Image sources,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/olho/globe/globe-4
